"","Word","Freq"
"granny","granny",508
"view","view",507
"machine","machine",506
"destiny","destiny",505
"seeing","seeing",504
"holy","holy",503
"blows","blows",503
"stage","stage",502
"lean","lean",502
"sent","sent",500
"none","none",500
"paint","paint",500
"spent","spent",500
"science","science",500
"sweat","sweat",497
"tongue","tongue",497
"knockin","knockin",497
"begins","begins",497
"rumors","rumors",497
"calls","calls",495
"mom","mom",495
"vogue","vogue",495
"happens","happens",494
"goody","goody",494
"price","price",493
"mah","mah",493
"weight","weight",492
"doors","doors",492
"tenderness","tenderness",491
"bless","bless",491
"golden","golden",491
"emotions","emotions",491
"mercy","mercy",491
"desert","desert",490
"fever","fever",490
"innocent","innocent",490
"ease","ease",489
"won’t","won’t",489
"mary","mary",488
"although","although",488
"mystery","mystery",488
"hours","hours",487
"addicted","addicted",486
"fighting","fighting",486
"você","você",486
"eagle","eagle",485
"oohoh","oohoh",485
"changing","changing",484
"mistakes","mistakes",484
"awake","awake",483
"brings","brings",483
"rumour","rumour",483
"thriller","thriller",483
"bag","bag",482
"seat","seat",482
"puppet","puppet",482
"lied","lied",481
"bass","bass",481
"uhhuh","uhhuh",480
"smooth","smooth",480
"downn","downn",480
"sara","sara",480
"stood","stood",479
"illusion","illusion",479
"hopes","hopes",479
"dip","dip",479
"history","history",479
"angels","angels",478
"woahoh","woahoh",478
"billy","billy",477
"diamond","diamond",476
"confusion","confusion",475
"nose","nose",475
"type","type",474
"danced","danced",474
"justify","justify",474
"’t","’t",474
"justin","justin",474
"teach","teach",473
"workin","workin",472
"flying","flying",472
"rule","rule",471
"lines","lines",470
"‘cause","‘cause",470
"dad","dad",469
"slip","slip",468
"sunday","sunday",468
"admit","admit",467
"self","self",467
"surely","surely",466
"mood","mood",466
"faded","faded",466
"shiny","shiny",466
"hurting","hurting",466
"dog","dog",466
"blinded","blinded",466
"glory","glory",465
"bells","bells",465
"regret","regret",465
"yeahyeah","yeahyeah",464
"laughing","laughing",464
"obsession","obsession",463
"sittin","sittin",463
"tale","tale",463
"handle","handle",463
"rubber","rubber",462
"insane","insane",462
"grows","grows",461
"fit","fit",461
"missin","missin",461
"jam","jam",460
"outta","outta",460
"john","john",460
"spinning","spinning",458
"wife","wife",458
"didn’t","didn’t",457
"rings","rings",457
"gentle","gentle",456
"shakin","shakin",456
"finding","finding",456
"singin","singin",456
"glow","glow",455
"storm","storm",454
"ship","ship",454
"string","string",454
"blowing","blowing",453
"growing","growing",452
"rhymes","rhymes",452
"drug","drug",451
"job","job",450
"troubles","troubles",449
"tock","tock",448
"sister","sister",447
"stayin","stayin",445
"ending","ending",444
"beg","beg",444
"bodda","bodda",444
"worries","worries",443
"understanding","understanding",442
"ohohoh","ohohoh",442
"pushing","pushing",442
"timbaland","timbaland",442
"somethings","somethings",441
"situation","situation",440
"eileen","eileen",440
"kissing","kissing",439
"torture","torture",439
"express","express",439
"seek","seek",438
"south","south",438
"laying","laying",438
"afternoon","afternoon",438
"heels","heels",438
"dangerous","dangerous",438
"either","either",437
"waits","waits",437
"someones","someones",437
"death","death",435
"dust","dust",435
"tim","tim",435
"famous","famous",433
"friday","friday",433
"cards","cards",433
"early","early",432
"complete","complete",432
"babies","babies",432
"ohoh","ohoh",431
"answers","answers",431
"jive","jive",429
"mamas","mamas",428
"rolling","rolling",427
"fingers","fingers",426
"bugle","bugle",426
"mornin","mornin",425
"jack","jack",425
"bee","bee",425
"pages","pages",425
"pulled","pulled",422
"allow","allow",422
"tearing","tearing",421
"thinks","thinks",421
"jeans","jeans",421
"francisco","francisco",421
"hat","hat",420
"electric","electric",419
"reasons","reasons",419
"worlds","worlds",419
"bother","bother",418
"wearing","wearing",418
"wit","wit",418
"american","american",418
"color","color",417
"sang","sang",417
"ooooh","ooooh",417
"movie","movie",416
"station","station",416
"arm","arm",416
"plan","plan",416
"safety","safety",416
"poker","poker",416
"strangers","strangers",415
"root","root",415
"amigos","amigos",415
"apellido","apellido",415
"bandera","bandera",415
"jura","jura",415
"muchacho","muchacho",415
"vitorino","vitorino",415
"card","card",413
"theres","theres",413
"attention","attention",412
"waves","waves",411
"nos","nos",411
"beginning","beginning",410
"drivin","drivin",410
"extra","extra",410
"affair","affair",409
"strike","strike",408
"forgot","forgot",408
"nanananana","nanananana",408
"senza","senza",408
"america","america",407
"jose","jose",407
"endless","endless",406
"shape","shape",406
"windmill","windmill",406
"hook","hook",404
"foot","foot",403
"pleasure","pleasure",403
"understood","understood",403
"ole","ole",403
"toke","toke",402
"others","others",402
"blowin","blowin",402
"probably","probably",401
"quiero","quiero",401
"misery","misery",400
"fucked","fucked",400
"ampamp","ampamp",400
"whose","whose",400
"starting","starting",400
"salvation","salvation",400
"andele","andele",400
"pppoker","pppoker",400
"ppppoker","ppppoker",400
"beyond","beyond",399
"solitaire","solitaire",399
"recall","recall",398
"country","country",398
"swallow","swallow",398
"silver","silver",397
"drum","drum",397
"rollin","rollin",397
"bus","bus",397
"flap","flap",396
"laughter","laughter",395
"impossible","impossible",395
"page","page",394
"…","…",394
"places","places",392
"mas","mas",392
"wrapped","wrapped",392
"letting","letting",391
"ecstasy","ecstasy",391
"pressurin","pressurin",391
"shows","shows",390
