"","Word","Freq"
"daheh","daheh",80
"ohhh","ohhh",80
"starter","starter",80
"prove","prove",80
"oooooo","oooooo",80
"kno","kno",80
"mickle","mickle",80
"tickle","tickle",80
"tina","tina",80
"everyday","everyday",79
"’t","’t",79
"steal","steal",78
"felt","felt",77
"burnin","burnin",77
"closer","closer",77
"ass","ass",77
"born","born",76
"ohh","ohh",76
"pimpin","pimpin",76
"bounce","bounce",76
"casino","casino",76
"diggin","diggin",76
"pourin","pourin",76
"sheeba","sheeba",76
"insane","insane",75
"dish","dish",75
"mad","mad",74
"lose","lose",74
"smoke","smoke",74
"force","force",74
"stare","stare",74
"wanting","wanting",74
"rockin","rockin",73
"wipe","wipe",73
"pass","pass",73
"bills","bills",73
"sea","sea",73
"forward","forward",72
"heard","heard",72
"chours","chours",72
"pumping","pumping",72
"stomping","stomping",72
"whenever","whenever",72
"different","different",72
"dancin","dancin",72
"road","road",71
"surprise","surprise",71
"beg","beg",71
"slide","slide",70
"highway","highway",70
"laughs","laughs",70
"dead","dead",70
"fit","fit",70
"shut","shut",70
"action","action",70
"desire","desire",70
"motion","motion",70
"roll","roll",70
"crew","crew",70
"chop","chop",70
"tunnel","tunnel",70
"explode","explode",70
"temperatures","temperatures",70
"afraid","afraid",69
"waste","waste",69
"wave","wave",69
"clear","clear",69
"already","already",69
"telling","telling",69
"although","although",69
"playin","playin",69
"teach","teach",68
"moment","moment",68
"lookin","lookin",68
"fact","fact",68
"brother","brother",68
"deal","deal",67
"cute","cute",67
"else","else",66
"scratch","scratch",66
"hallelujah","hallelujah",66
"affection","affection",66
"plan","plan",66
"blast","blast",66
"magical","magical",66
"playa","playa",66
"outside","outside",66
"within","within",66
"simply","simply",66
"least","least",65
"tighter","tighter",65
"maybe","maybe",65
"suffer","suffer",65
"satisfy","satisfy",65
"tardis","tardis",65
"singing","singing",65
"okay","okay",65
"starting","starting",65
"round","round",65
"thousand","thousand",65
"walks","walks",65
"microphone","microphone",64
"homeless","homeless",64
"pure","pure",64
"diamond","diamond",64
"elan","elan",64
"sunny","sunny",64
"church","church",64
"waiting","waiting",63
"winter","winter",63
"price","price",63
"friend","friend",63
"point","point",63
"nuttin","nuttin",63
"jams","jams",63
"outro","outro",63
"million","million",63
"double","double",62
"tough","tough",62
"bout","bout",62
"use","use",62
"dip","dip",62
"tellin","tellin",62
"everyone","everyone",62
"hanging","hanging",62
"ecstatic","ecstatic",62
"farewell","farewell",62
"fireflies","fireflies",62
"jar","jar",62
"ecstasy","ecstasy",62
"cryin","cryin",62
"years","years",61
"whatever","whatever",61
"ology","ology",61
"helping","helping",61
"hour","hour",61
"sittin","sittin",61
"across","across",61
"aware","aware",60
"reelection","reelection",60
"wild","wild",60
"wonder","wonder",60
"crawling","crawling",60
"drum","drum",60
"flavors","flavors",60
"mooovee","mooovee",60
"rhythms","rhythms",60
"stuff","stuff",60
"whisper","whisper",60
"corvette","corvette",60
"girlfriend","girlfriend",60
"misunderstood","misunderstood",60
"underestimate","underestimate",60
"bone","bone",60
"nah","nah",60
"glad","glad",59
"spend","spend",59
"razors","razors",59
"walking","walking",59
"searching","searching",59
"word","word",59
"lot","lot",59
"hurting","hurting",59
"hypnotized","hypnotized",59
"accelerate","accelerate",59
"checkin","checkin",58
"track","track",58
"billy","billy",58
"boring","boring",58
"imitations","imitations",58
"sammy","sammy",58
"hood","hood",57
"someday","someday",57
"pardon","pardon",57
"eternal","eternal",57
"clock","clock",57
"dying","dying",57
"cash","cash",57
"mack","mack",57
"pimppimp","pimppimp",57
