"","Word","Freq"
"someones","someones",241
"ear","ear",240
"cruel","cruel",240
"destiny","destiny",240
"card","card",240
"sights","sights",240
"exactly","exactly",240
"struck","struck",240
"smilin","smilin",240
"cruise","cruise",239
"emotion","emotion",239
"age","age",239
"law","law",239
"forgot","forgot",239
"shiny","shiny",239
"surrounded","surrounded",239
"closed","closed",238
"store","store",238
"build","build",238
"roses","roses",238
"wit","wit",237
"fuckin","fuckin",237
"sexy","sexy",237
"cure","cure",236
"coffee","coffee",236
"sentimental","sentimental",236
"digging","digging",236
"drunk","drunk",236
"attitude","attitude",236
"melt","melt",235
"compares","compares",235
"cats","cats",234
"girlfriend","girlfriend",234
"passing","passing",234
"bend","bend",234
"sheets","sheets",234
"lift","lift",234
"bear","bear",233
"became","became",233
"steps","steps",233
"hotel","hotel",233
"sat","sat",232
"smokin","smokin",232
"saved","saved",231
"pushing","pushing",231
"everyones","everyones",231
"boots","boots",231
"valley","valley",231
"jackie","jackie",231
"boulevard","boulevard",231
"sausalito","sausalito",231
"grew","grew",230
"refrain","refrain",230
"sin","sin",230
"wicked","wicked",230
"tickin","tickin",230
"wonderful","wonderful",229
"begun","begun",229
"thin","thin",229
"rap","rap",229
"keys","keys",228
"daddys","daddys",228
"sunrise","sunrise",228
"jim","jim",228
"indeed","indeed",228
