"","Word","Freq"
"everybodys","everybodys",341
"kinda","kinda",341
"wonderful","wonderful",340
"looked","looked",338
"become","become",338
"fear","fear",336
"fever","fever",335
"cos","cos",335
"calling","calling",334
"swear","swear",334
"sunday","sunday",333
"saved","saved",332
"fooled","fooled",331
"hour","hour",331
"begin","begin",331
"outta","outta",331
"quit","quit",330
"doubleosoul","doubleosoul",330
"bill","bill",329
"strange","strange",328
"half","half",327
"green","green",327
"dancing","dancing",326
"broke","broke",326
"learned","learned",326
"waste","waste",325
"adore","adore",325
"finally","finally",325
"crowd","crowd",324
"empty","empty",324
"oooo","oooo",324
"bell","bell",323
"kissed","kissed",322
"wondering","wondering",322
"wine","wine",321
"pride","pride",321
"holding","holding",321
"loud","loud",321
"killing","killing",321
"played","played",320
"loose","loose",320
"seven","seven",320
"sophisticated","sophisticated",320
"wanting","wanting",319
"tall","tall",318
"brand","brand",318
"cruel","cruel",318
"judge","judge",318
"drink","drink",317
"showed","showed",317
"ampquot","ampquot",316
"sand","sand",316
"nine","nine",315
"lots","lots",315
"echo","echo",315
"rap","rap",315
"foolish","foolish",314
"’re","’re",313
"spanish","spanish",313
"bet","bet",312
"realize","realize",312
"tails","tails",312
"held","held",311
"talkin","talkin",311
"taking","taking",310
"second","second",309
"fish","fish",308
"buh","buh",308
"gold","gold",307
"starts","starts",306
"jerk","jerk",306
"stevie","stevie",306
"stronger","stronger",304
"broadway","broadway",304
"pity","pity",303
"fades","fades",303
"slowly","slowly",303
"none","none",303
"mood","mood",302
"release","release",302
"skies","skies",301
"sunny","sunny",301
"tweedleleedee","tweedleleedee",300
"sweetest","sweetest",299
"miles","miles",298
"cried","cried",297
"outside","outside",296
"welcome","welcome",296
"moving","moving",296
"precious","precious",295
"ways","ways",295
"brothers","brothers",295
"heartache","heartache",295
"swim","swim",294
"livin","livin",293
"laugh","laugh",293
"middle","middle",293
"surely","surely",292
"dreaming","dreaming",291
"solo","solo",290
"cross","cross",289
"freakish","freakish",289
"clear","clear",287
"interlude","interlude",286
"drive","drive",286
"lead","lead",286
"fingers","fingers",285
"dancin","dancin",284
"million","million",284
"signed","signed",284
"ahead","ahead",282
"chariot","chariot",282
"hip","hip",281
"dawn","dawn",281
"park","park",281
"walks","walks",280
"desire","desire",280
"buy","buy",279
"somethings","somethings",279
"brought","brought",277
"sealed","sealed",277
"someday","someday",275
"wild","wild",275
"chicken","chicken",274
"space","space",274
"jive","jive",274
"kids","kids",273
"lolly","lolly",272
"bump","bump",272
"wood","wood",272
"hee","hee",272
"ball","ball",270
"hours","hours",270
"story","story",270
"lazy","lazy",270
"trust","trust",269
"lyrics","lyrics",269
"blind","blind",269
"passing","passing",269
"sitting","sitting",269
"worlds","worlds",268
"leaves","leaves",267
"calls","calls",266
"poor","poor",266
"rush","rush",266
"rather","rather",265
"rhythm","rhythm",265
"uptight","uptight",265
"gon","gon",265
"thin","thin",264
"wont","wont",264
"begun","begun",264
"dit","dit",264
"clouds","clouds",263
"takin","takin",262
"telephone","telephone",261
"sweetheart","sweetheart",261
"win","win",260
"hoo","hoo",260
"iya","iya",260
"lifes","lifes",259
"york","york",259
"fact","fact",259
"jones","jones",259
"delivered","delivered",259
"folks","folks",258
"difference","difference",257
"reggae","reggae",257
"lightning","lightning",257
"spent","spent",256
"pray","pray",255
"sorry","sorry",254
"belong","belong",254
"within","within",253
"puppet","puppet",253
"sayin","sayin",253
"ring","ring",251
"waitin","waitin",251
"lying","lying",251
"making","making",250
"beyond","beyond",250
"anyway","anyway",250
"hair","hair",249
"ten","ten",249
"dare","dare",249
"´re","´re",249
"dirty","dirty",248
"class","class",248
"owe","owe",248
"bird","bird",247
"gloom","gloom",247
"shadow","shadow",246
"school","school",246
"wrote","wrote",246
"dog","dog",245
"shines","shines",245
"excited","excited",245
"known","known",244
"walkin","walkin",244
"style","style",244
"fat","fat",244
"everywhere","everywhere",244
"leaving","leaving",243
"sign","sign",243
"grass","grass",243
"respect","respect",243
"clothes","clothes",242
"jammin","jammin",242
"letters","letters",242
"natural","natural",242
"means","means",241
"taken","taken",241
"unforgettable","unforgettable",240
"guide","guide",240
"yee","yee",240
"cherchez","cherchez",240
"wrapped","wrapped",239
"clean","clean",239
"bringing","bringing",239
"willing","willing",239
"fill","fill",238
"standin","standin",238
"yester","yester",238
"already","already",237
"sixteen","sixteen",236
"woo","woo",236
"ladies","ladies",236
"storm","storm",236
"birds","birds",235
"belongs","belongs",235
"yesterday","yesterday",235
"thinks","thinks",235
"read","read",235
"lil","lil",235
"completely","completely",234
"thats","thats",234
"shoo","shoo",234
"gun","gun",233
"diamonds","diamonds",233
"weak","weak",232
"uhhuh","uhhuh",231
"anyone","anyone",231
"thunder","thunder",231
"stone","stone",231
"sittin","sittin",231
"shirt","shirt",231
"cat","cat",229
"guys","guys",229
"sang","sang",229
"rough","rough",229
"feelings","feelings",228
"oclock","oclock",228
"piece","piece",228
"poison","poison",227
"bound","bound",226
"plain","plain",226
"sister","sister",226
"trip","trip",226
"tempted","tempted",226
"blood","blood",225
"favorite","favorite",225
"christmas","christmas",225
"flying","flying",225
"bother","bother",225
"father","father",225
"mornin","mornin",224
"stood","stood",224
"cover","cover",223
"return","return",222
"price","price",222
"hill","hill",221
"pull","pull",221
"smoke","smoke",220
"front","front",220
"turnin","turnin",220
"neutron","neutron",220
"boss","boss",219
"shonuff","shonuff",218
"balloon","balloon",218
"burn","burn",216
"spirit","spirit",216
"almost","almost",215
"dressed","dressed",214
"tenderly","tenderly",213
"knee","knee",213
"rescue","rescue",213
"candy","candy",213
"rule","rule",212
"filled","filled",212
"driver","driver",212
"company","company",210
"band","band",210
"pure","pure",210
"wings","wings",209
"pass","pass",209
"sir","sir",209
"book","book",209
"although","although",209
"redding","redding",209
"country","country",208
"helpless","helpless",208
"act","act",208
"flower","flower",208
"chair","chair",207
"restless","restless",207
"sally","sally",207
"aside","aside",207
"bless","bless",206
"yellow","yellow",206
"placed","placed",206
"pack","pack",205
"hits","hits",205
"beauty","beauty",205
"pane","pane",204
"aquarius","aquarius",204
"moments","moments",203
"broad","broad",203
"faith","faith",203
"forgive","forgive",203
"mad","mad",203
"brighter","brighter",203
"dead","dead",202
"turning","turning",202
"otis","otis",202
"whisper","whisper",201
"angels","angels",201
"oughta","oughta",201
"songs","songs",201
"babys","babys",201
"talks","talks",200
"string","string",200
"sometime","sometime",200
"dime","dime",199
"groovy","groovy",199
"chart","chart",199
"wee","wee",198
"bitch","bitch",198
"dreamin","dreamin",198
"trains","trains",198
"lalala","lalala",198
"casanova","casanova",198
"charlie","charlie",197
"happen","happen",197
"boogie","boogie",197
"wheel","wheel",197
"bloom","bloom",197
"paper","paper",196
"heartbreaker","heartbreaker",196
"asking","asking",195
"gloves","gloves",195
"beside","beside",195
"jude","jude",195
"climb","climb",194
"comfort","comfort",194
"sam","sam",194
"mend","mend",194
"gypsy","gypsy",194
"doubt","doubt",193
"keeping","keeping",193
"holy","holy",193
"store","store",193
"count","count",192
"stranger","stranger",192
"darkness","darkness",192
"nanana","nanana",192
"michael","michael",192
"beg","beg",191
"bags","bags",191
"jam","jam",191
"wise","wise",190
"early","early",190
"theres","theres",190
"souls","souls",190
"grew","grew",190
"holdin","holdin",190
"glass","glass",189
"nah","nah",189
"someones","someones",189
"kid","kid",189
"longer","longer",188
"raised","raised",188
"’ve","’ve",188
"drift","drift",188
"rise","rise",187
"promise","promise",187
"susie","susie",187
"adored","adored",187
"energy","energy",187
"asked","asked",186
"secret","secret",186
"law","law",186
"shoulder","shoulder",186
"lowdown","lowdown",186
"velvet","velvet",186
"sending","sending",186
"laughing","laughing",185
"tap","tap",185
"train","train",184
"hoping","hoping",184
"track","track",184
"picnic","picnic",184
"compare","compare",184
"straighter","straighter",184
"teardrops","teardrops",183
"six","six",183
"sense","sense",183
"hello","hello",183
"elses","elses",183
"pleasure","pleasure",182
"unless","unless",182
"childhood","childhood",182
"growing","growing",181
"danger","danger",181
"troubled","troubled",181
"hero","hero",181
"vain","vain",180
"fields","fields",180
"witcha","witcha",180
"rings","rings",180
"seeing","seeing",180
"femme","femme",180
"cash","cash",179
"evry","evry",179
"silly","silly",179
"spell","spell",179
"yesterdays","yesterdays",179
"taught","taught",178
"bend","bend",178
"hug","hug",177
"thousand","thousand",177
"daze","daze",177
"bay","bay",177
"ohoh","ohoh",176
"yall","yall",176
"frankie","frankie",176
"taboo","taboo",176
"bobby","bobby",175
"diffrence","diffrence",175
"ocean","ocean",175
"tuesday","tuesday",175
"sent","sent",175
"lee","lee",175
"valley","valley",175
"lines","lines",175
"worship","worship",174
"worth","worth",174
"stands","stands",174
"wreath","wreath",174
"freedom","freedom",174
"mans","mans",173
"somebodys","somebodys",173
"bug","bug",173
"thick","thick",173
"cab","cab",173
"ebony","ebony",172
"watchin","watchin",172
"hips","hips",172
"specially","specially",172
"grown","grown",172
"inspiration","inspiration",172
"don´t","don´t",172
"shaft","shaft",172
"moonlight","moonlight",171
"kansas","kansas",171
"hills","hills",171
"skin","skin",171
"cadillac","cadillac",171
"fella","fella",171
"express","express",171
"makin","makin",170
"guitar","guitar",170
"small","small",170
"perfect","perfect",170
"hoes","hoes",170
"happened","happened",169
"twice","twice",169
"movin�","movin�",169
"goin´","goin´",169
"damn","damn",168
"danke","danke",168
"schoen","schoen",168
"oohoo","oohoo",168
"discover","discover",167
"cheat","cheat",167
"woah","woah",167
"mouth","mouth",167
"silver","silver",167
"useless","useless",167
"mountains","mountains",166
"louder","louder",166
"yah","yah",166
"melody","melody",166
"shot","shot",166
"coast","coast",166
"moonshine","moonshine",166
"cowboys","cowboys",166
"cries","cries",165
"bought","bought",165
"changes","changes",165
"memory","memory",165
"leads","leads",165
"meant","meant",164
"soft","soft",164
"confusion","confusion",164
"evening","evening",164
"double","double",164
"golden","golden",163
"nobodys","nobodys",163
"driving","driving",163
"moved","moved",163
"magnolia","magnolia",163
"satisfied","satisfied",162
"age","age",162
"missing","missing",162
"imagine","imagine",162
"roses","roses",162
"runaway","runaway",162
"lockin","lockin",162
"trees","trees",161
"job","job",161
"regret","regret",161
"washed","washed",161
"security","security",161
"spread","spread",160
"bitter","bitter",160
"lock","lock",160
"planned","planned",160
"united","united",160
"excitations","excitations",160
"vibrations","vibrations",160
"chromed","chromed",160
"veerom","veerom",160
"clay","clay",159
"others","others",159
"playin","playin",159
"simple","simple",158
"tells","tells",158
"bite","bite",158
"beware","beware",158
"satisfy","satisfy",158
"wears","wears",157
"clown","clown",157
"wearing","wearing",157
"fry","fry",157
"easier","easier",157
"prove","prove",156
"lived","lived",156
"satellite","satellite",156
"appreciation","appreciation",156
"blossmed","blossmed",156
"boohooed","boohooed",156
"crumbles","crumbles",156
"disapproved","disapproved",156
"hightop","hightop",156
"pig","pig",156
"suzy","suzy",156
"tumbles","tumbles",156
"kung","kung",156
"whispers","whispers",155
"’ll","’ll",154
"losing","losing",154
"heartbreak","heartbreak",154
"anybody","anybody",154
"fighting","fighting",154
"tied","tied",153
"beginning","beginning",153
"lion","lion",153
"beats","beats",153
"meaning","meaning",153
"clap","clap",153
"kill","kill",153
"whether","whether",153
"understands","understands",153
"history","history",152
"daylight","daylight",152
"potion","potion",152
"stuck","stuck",152
"anytime","anytime",152
"givin","givin",152
"shared","shared",152
"exception","exception",152
"radio","radio",151
"question","question",151
"smokin","smokin",151
"boppin","boppin",150
"weather","weather",150
"worst","worst",150
"questions","questions",150
"luck","luck",150
"date","date",150
"passed","passed",150
"loneliness","loneliness",150
"oom","oom",150
"guilty","guilty",150
"superfly","superfly",150
"ended","ended",149
"wilson","wilson",149
"written","written",148
"avenue","avenue",148
"handle","handle",148
"mighty","mighty",148
"desert","desert",148
"harlem","harlem",148
"dated","dated",148
"whoo","whoo",148
"porcupine","porcupine",148
"fruit","fruit",147
"died","died",147
"meeting","meeting",147
"chick","chick",146
"pickin","pickin",146
"shit","shit",146
"version","version",146
"gainst","gainst",146
"deny","deny",146
"ain’t","ain’t",145
"cars","cars",145
"callin","callin",145
"advice","advice",145
"gentle","gentle",145
"problem","problem",144
"fellas","fellas",144
"family","family",144
"artificial","artificial",144
"finger","finger",144
"hypnotized","hypnotized",144
"deeper","deeper",144
"needle","needle",144
"boogum","boogum",144
"trustmaker","trustmaker",144
"toes","toes",144
"mirror","mirror",143
"ease","ease",143
"wore","wore",143
"hanging","hanging",143
"ohohoh","ohohoh",143
"soothe","soothe",143
"waited","waited",143
"rainbow","rainbow",142
"sisters","sisters",142
"scream","scream",142
"piper","piper",142
"shore","shore",141
"turns","turns",141
"sin","sin",141
"chapel","chapel",141
"believing","believing",141
"hooked","hooked",140
"wastin","wastin",140
"album","album",140
"pill","pill",140
"gimme","gimme",140
"match","match",140
"nananana","nananana",140
"won’t","won’t",140
"papas","papas",140
"stuntin","stuntin",140
"yamaha","yamaha",140
"systems","systems",140
"beast","beast",140
"rehab","rehab",140
"choose","choose",139
"conscience","conscience",139
"wife","wife",139
"marry","marry",139
"babies","babies",139
"honest","honest",139
"wah","wah",139
"depend","depend",139
"foot","foot",138
"wicked","wicked",138
"began","began",138
"scene","scene",138
"diamond","diamond",138
"dock","dock",138
"realise","realise",138
"stagger","stagger",138
"carwash","carwash",138
"troubles","troubles",137
"dress","dress",137
"became","became",137
"push","push",137
"trunk","trunk",137
"fallin","fallin",136
"evrything","evrything",136
"shakin","shakin",136
"reasons","reasons",136
"burned","burned",136
"games","games",136
"searched","searched",135
"ovation","ovation",135
"smiles","smiles",134
"fancy","fancy",134
"answers","answers",134
"north","north",134
"lettin","lettin",134
"fair","fair",134
"distance","distance",134
"factual","factual",134
"case","case",133
"wide","wide",133
"ends","ends",133
"lifetime","lifetime",133
"choice","choice",133
"watched","watched",133
"cares","cares",133
"eagle","eagle",133
"week","week",132
"dirt","dirt",132
"hung","hung",132
"nerve","nerve",132
"fortune","fortune",132
"mashpotato","mashpotato",132
"spending","spending",131
"paradise","paradise",131
"shed","shed",131
"insane","insane",131
"ringing","ringing",131
"breathe","breathe",131
"truly","truly",131
"problems","problems",131
"seas","seas",131
"cock","cock",131
"cherry","cherry",130
"surprised","surprised",130
"shows","shows",130
"thumping","thumping",130
"mhm","mhm",130
"tha","tha",130
"teach","teach",129
"faces","faces",129
"exactly","exactly",129
"mistake","mistake",129
"heals","heals",129
"saturday","saturday",128
"ear","ear",128
"sleeps","sleeps",128
"heavenly","heavenly",128
"join","join",128
"shoop","shoop",128
"box","box",128
"‘em","‘em",128
"hat","hat",127
"grand","grand",127
"weight","weight",127
"seat","seat",127
"point","point",127
"eyed","eyed",127
"searching","searching",127
"drives","drives",126
"bien","bien",126
"harmonica","harmonica",126
"picked","picked",126
"records","records",126
"business","business",126
"coat","coat",125
"woh","woh",125
"flow","flow",125
"cupid","cupid",125
"castle","castle",125
"west","west",124
"knockin","knockin",124
"stayed","stayed",124
"soldier","soldier",124
"command","command",124
"blame","blame",124
"missin","missin",123
"worked","worked",123
"kingdom","kingdom",123
"franklin","franklin",123
"don","don",123
"later","later",122
"endless","endless",122
"dollar","dollar",122
"spring","spring",122
"wrap","wrap",122
"charms","charms",121
"toy","toy",121
"anywhere","anywhere",121
"spotlight","spotlight",121
"sleeping","sleeping",121
"wishing","wishing",121
"mystery","mystery",121
"trap","trap",121
"windows","windows",120
"ivyyyy","ivyyyy",120
"large","large",120
"hernia","hernia",120
"affair","affair",120
"drug","drug",120
"church","church",120
"grazin","grazin",120
"sake","sake",120
"puppy","puppy",120
"bon","bon",120
"chinese","chinese",120
"nightcrawler","nightcrawler",120
"paperboy","paperboy",120
"glock","glock",120
"caress","caress",119
"bliss","bliss",119
"daddys","daddys",119
"ass","ass",119
"shinin","shinin",119
"sharp","sharp",119
"affection","affection",119
"weary","weary",119
"dwee","dwee",119
"caledonia","caledonia",119
"arm","arm",118
"supposed","supposed",118
"burnin","burnin",118
"illusion","illusion",118
"doctor","doctor",118
"totally","totally",118
"´m","´m",118
"emotional","emotional",118
"dust","dust",117
"rocks","rocks",117
"ohhhhh","ohhhhh",117
"blowin","blowin",117
"ashamed","ashamed",117
"chase","chase",117
"drivin","drivin",117
"tower","tower",117
"maarried","maarried",117
"runs","runs",117
"liar","liar",117
"meadow","meadow",116
"east","east",116
"moves","moves",116
"sha","sha",116
