,Date,Blues,Rock,Pop,HipHop,R&B,Country,Folk,Reggae,Electro,Religous
2502,2008-10-20,1,20,14,15,23,20,0,0,0,1
2503,2008-10-27,1,17,14,19,21,21,2,0,0,0
2504,2008-11-03,0,19,13,18,21,20,0,0,0,1
2505,2008-11-10,0,19,13,18,20,20,0,0,0,1
2506,2008-11-17,0,20,11,18,22,19,0,0,0,1
2507,2008-11-24,0,21,14,13,21,21,0,0,0,1
2508,2008-12-01,0,22,10,17,19,22,0,0,0,1
2509,2008-12-08,0,22,11,18,20,19,0,0,0,1
2510,2008-12-15,0,18,17,15,21,20,0,0,0,1
2511,2008-12-22,0,19,14,15,20,20,2,0,0,1
2512,2008-12-29,0,19,15,14,21,19,2,0,0,1
2513,2009-01-05,0,20,18,15,21,14,2,0,0,1
2514,2009-01-12,0,19,18,15,21,16,2,0,0,1
2515,2009-01-19,0,19,17,16,20,15,2,0,0,1
2516,2009-01-26,0,18,19,16,18,17,3,0,0,1
2517,2009-02-02,0,17,18,13,19,17,3,0,0,1
2518,2009-02-09,0,16,18,17,19,16,3,0,0,1
2519,2009-02-16,0,18,19,18,21,13,3,0,0,1
2520,2009-02-23,0,13,20,20,19,15,3,0,2,1
2521,2009-03-02,0,12,19,19,20,16,3,0,2,1
2522,2009-03-09,0,15,18,20,17,18,4,0,0,0
2523,2009-03-16,0,14,22,22,13,19,3,0,1,0
2524,2009-03-23,0,14,23,22,12,18,3,0,1,0
2525,2009-03-30,0,13,22,22,13,21,2,0,0,0
2526,2009-04-06,0,13,21,20,14,20,3,0,1,0
2527,2009-04-13,0,13,22,21,13,19,3,0,1,1
2528,2009-04-20,0,13,24,16,15,20,2,0,1,0
2529,2009-04-27,0,16,24,17,13,19,2,0,1,0
2530,2009-05-04,0,15,25,18,13,18,2,0,1,0
2531,2009-05-11,0,12,26,19,14,19,1,0,1,0
2532,2009-05-18,0,13,24,24,11,19,1,1,0,0
2533,2009-05-25,0,16,23,22,14,18,1,1,0,0
2534,2009-06-01,0,20,23,20,8,19,1,1,0,2
2535,2009-06-08,0,18,21,21,9,22,1,1,0,2
2536,2009-06-15,0,18,22,20,8,21,1,1,0,1
2537,2009-06-22,0,17,19,21,9,23,1,1,0,1
2538,2009-06-29,0,17,21,23,9,21,1,1,1,1
2539,2009-07-06,0,18,21,21,9,22,1,1,1,1
2540,2009-07-13,0,18,20,18,11,22,1,2,0,1
2541,2009-07-20,0,18,20,18,12,18,1,2,1,1
2542,2009-07-27,0,20,18,19,12,19,1,2,1,1
2543,2009-08-03,0,18,18,18,15,20,0,2,1,1
2544,2009-08-10,0,17,19,17,15,20,0,2,1,1
2545,2009-08-17,0,16,21,15,16,18,0,2,2,1
2546,2009-08-24,0,16,21,14,16,21,0,2,1,1
2547,2009-08-31,0,13,19,14,18,22,0,2,4,1
2548,2009-09-07,0,15,18,15,15,21,0,2,3,1
2549,2009-09-14,0,13,18,14,17,22,0,2,3,1
2550,2009-09-21,0,13,17,17,14,21,0,2,3,1
2551,2009-09-28,0,16,17,18,17,18,0,1,3,1
2552,2009-10-05,0,14,17,17,16,20,0,2,3,0
2553,2009-10-12,0,15,17,16,14,21,0,1,3,0
2554,2009-10-19,0,13,20,18,14,18,0,1,3,0
2555,2009-10-26,0,13,22,15,15,18,0,1,3,0
2556,2009-11-02,0,11,22,14,18,18,0,1,4,0
2557,2009-11-09,0,11,28,15,16,17,0,1,3,0
2558,2009-11-16,0,16,26,11,16,18,0,1,3,0
2559,2009-11-23,0,16,23,11,16,19,0,0,3,0
2560,2009-11-30,0,14,22,11,19,17,0,0,3,0
2561,2009-12-07,0,14,21,9,19,18,0,0,3,1
2562,2009-12-14,0,17,21,9,19,20,0,0,3,0
2563,2009-12-21,0,18,18,11,18,17,0,0,3,0
2564,2009-12-28,1,17,21,13,20,16,0,0,2,0
2565,2010-01-04,1,17,26,10,16,14,0,0,4,0
2566,2010-01-11,1,16,23,11,16,18,0,0,4,0
2567,2010-01-18,1,15,25,11,16,18,0,0,3,0
2568,2010-01-25,2,17,23,8,17,19,0,0,3,0
2569,2010-02-01,2,16,23,10,17,18,0,0,3,0
2570,2010-02-08,2,15,23,11,16,17,0,0,3,0
2571,2010-02-15,2,14,23,14,16,15,0,0,3,0
2572,2010-02-22,2,13,24,13,17,15,0,0,2,0
2573,2010-03-01,2,12,22,13,17,15,0,0,2,0
2574,2010-03-08,2,14,21,14,17,14,0,1,3,0
2575,2010-03-15,2,12,22,14,19,17,0,1,2,0
2576,2010-03-22,2,12,20,14,18,17,0,1,3,0
2577,2010-03-29,2,9,22,16,20,18,0,1,2,0
2578,2010-04-05,2,7,20,18,17,19,0,2,1,0
2579,2010-04-12,2,7,20,19,18,20,0,2,1,0
2580,2010-04-19,2,9,21,19,15,20,0,1,1,0
2581,2010-04-26,1,9,19,16,15,22,0,1,1,0
2582,2010-05-03,1,6,20,15,16,23,0,1,1,0
2583,2010-05-10,0,5,22,13,15,23,0,1,1,0
2584,2010-05-17,0,5,21,14,15,24,0,1,1,0
2585,2010-05-24,0,3,22,15,16,22,0,1,0,0
2586,2010-05-31,1,4,22,12,18,23,0,2,0,0
2587,2010-06-07,0,10,20,16,16,20,0,1,0,0
2588,2010-06-14,0,7,22,18,16,20,0,2,0,0
2589,2010-06-21,0,4,21,19,17,19,0,2,0,0
2590,2010-06-28,0,4,22,24,15,21,0,2,0,0
2591,2010-07-05,0,3,26,27,12,21,0,2,0,0
2592,2010-07-12,0,4,28,24,13,20,0,2,0,0
2593,2010-07-19,0,4,27,23,14,20,0,2,0,0
2594,2010-07-26,0,6,25,23,14,19,0,2,0,0
2595,2010-08-02,0,5,27,20,16,19,0,2,0,0
2596,2010-08-09,0,7,25,20,17,21,0,1,0,0
2597,2010-08-16,0,7,26,19,17,20,0,2,0,0
2598,2010-08-23,0,9,26,18,18,18,0,2,1,0
2599,2010-08-30,0,10,27,17,18,19,0,2,1,0
2600,2010-09-06,0,8,25,18,17,21,0,1,1,0
2601,2010-09-13,0,7,23,17,17,23,0,2,1,0
2602,2010-09-20,0,8,22,18,16,24,0,2,1,0
2603,2010-09-27,0,10,22,19,14,23,0,2,1,0
2604,2010-10-04,0,9,21,19,15,20,0,1,1,0
2605,2010-10-11,0,9,15,23,14,19,0,1,1,0
2606,2010-10-18,0,8,18,20,16,18,0,1,3,0
2607,2010-10-25,0,8,19,19,15,21,0,1,3,0
2608,2010-11-01,0,11,20,18,17,18,0,1,3,0
2609,2010-11-08,0,9,30,14,16,17,0,1,3,0
2610,2010-11-15,0,11,21,16,18,22,0,1,3,0
2611,2010-11-22,0,9,19,16,19,22,0,1,3,0
2612,2010-11-29,0,9,19,16,19,22,0,1,3,0
2613,2010-12-06,0,8,18,18,18,21,0,1,4,0
2614,2010-12-13,0,9,17,16,17,19,0,1,2,0
2615,2010-12-20,0,9,17,20,18,20,1,1,3,0
2616,2010-12-27,0,8,17,20,19,22,1,1,3,0
2617,2011-01-03,0,6,18,23,18,21,1,0,3,0
2618,2011-01-10,0,6,17,23,19,23,1,0,3,0
2619,2011-01-17,0,8,17,22,18,23,1,0,3,0
2620,2011-01-24,0,8,19,20,18,20,1,0,3,0
2621,2011-01-31,0,9,20,18,18,20,1,0,3,0
2622,2011-02-07,0,8,19,20,19,20,1,0,3,0
2623,2011-02-14,0,9,19,18,20,19,1,0,3,0
2624,2011-02-21,0,6,18,16,18,20,1,0,2,0
2625,2011-02-28,0,6,23,15,19,20,1,0,2,0
2626,2011-03-07,0,5,26,15,18,20,1,0,2,0
2627,2011-03-14,0,6,24,17,22,21,1,0,1,0
2628,2011-03-21,0,6,22,14,20,23,1,0,1,0
2629,2011-03-28,0,4,23,14,18,22,1,0,1,0
2630,2011-04-04,0,7,24,16,19,21,1,0,1,0
2631,2011-04-11,0,6,24,20,18,19,1,0,2,0
2632,2011-04-18,0,7,23,19,17,21,1,0,3,0
2633,2011-04-25,0,6,24,20,15,22,0,0,3,0
2634,2011-05-02,0,6,25,18,18,19,0,0,2,0
2635,2011-05-09,0,6,24,20,15,20,0,0,3,0
2636,2011-05-16,0,8,22,17,14,21,0,1,3,0
2637,2011-05-23,0,7,23,17,14,21,0,1,3,0
2638,2011-05-30,0,6,22,16,16,22,0,1,3,0
2639,2011-06-06,0,6,22,14,16,22,0,1,3,0
2640,2011-06-13,0,8,22,16,19,23,0,1,3,0
2641,2011-06-20,1,6,24,15,18,24,1,0,3,0
2642,2011-06-27,0,6,23,15,20,22,0,0,3,0
2643,2011-07-04,0,5,27,14,19,21,0,0,3,0
2644,2011-07-11,0,7,26,14,19,22,0,0,4,0
2645,2011-07-18,0,7,23,16,18,21,0,1,3,0
2646,2011-07-25,0,6,27,14,15,23,0,0,4,0
2647,2011-08-01,0,5,24,16,14,23,0,0,4,0
2648,2011-08-08,0,6,24,14,15,26,0,0,4,0
2649,2011-08-15,0,8,21,17,14,25,0,0,5,0
2650,2011-08-22,0,6,23,17,14,23,0,0,5,0
2651,2011-08-29,1,7,19,18,13,26,0,0,4,0
2652,2011-09-05,1,8,21,17,10,27,0,0,4,0
2653,2011-09-12,1,8,17,22,7,26,0,0,5,0
2654,2011-09-19,2,7,18,19,12,27,0,0,5,0
2655,2011-09-26,2,10,19,20,10,24,0,1,4,0
2656,2011-10-03,1,9,19,21,10,25,0,1,3,0
2657,2011-10-10,1,10,18,21,12,24,0,1,3,0
2658,2011-10-17,1,9,17,22,13,22,0,1,2,0
2659,2011-10-24,1,9,18,24,14,20,0,1,2,0
2660,2011-10-31,1,8,21,24,11,21,1,1,3,0
2661,2011-11-07,1,10,18,25,11,22,1,0,4,0
2662,2011-11-14,1,10,17,25,11,23,1,0,5,0
2663,2011-11-21,1,10,19,25,11,23,1,0,4,0
2664,2011-11-28,1,9,20,26,10,19,1,0,5,0
2665,2011-12-05,1,10,18,26,13,18,1,0,5,0
2666,2011-12-12,1,8,19,28,9,19,1,0,4,0
2667,2011-12-19,1,8,19,28,8,23,1,0,4,0
2668,2011-12-26,1,7,18,28,9,24,1,0,5,0
2669,2012-01-02,1,6,20,32,10,19,0,0,7,0
2670,2012-01-09,1,6,18,31,10,22,0,0,8,0
2671,2012-01-16,1,7,19,30,10,20,0,0,7,0
2672,2012-01-23,1,11,18,24,9,20,0,0,7,0
2673,2012-01-30,1,7,16,23,11,22,0,0,6,0
2674,2012-02-06,1,8,15,26,11,24,0,0,6,0
2675,2012-02-13,1,8,13,25,11,22,0,0,6,0
2676,2012-02-20,1,9,13,28,13,19,0,0,6,0
2677,2012-02-27,1,8,16,26,13,19,0,0,8,0
2678,2012-03-05,1,9,17,27,11,19,0,0,6,0
2679,2012-03-12,1,9,16,28,13,20,0,0,6,0
2680,2012-03-19,1,9,19,25,13,20,0,0,7,0
2681,2012-03-26,1,9,19,25,13,20,0,0,7,0
2682,2012-04-02,1,9,19,23,13,20,0,0,6,0
2683,2012-04-09,1,7,18,28,13,19,0,1,5,0
2684,2012-04-16,1,8,17,30,11,20,0,0,4,0
2685,2012-04-23,0,7,17,27,10,20,0,0,4,0
2686,2012-04-30,0,8,18,29,10,19,0,0,5,0
2687,2012-05-07,0,7,17,29,12,19,0,0,6,0
2688,2012-05-14,0,9,18,27,11,20,0,0,5,0
2689,2012-05-21,1,9,19,27,12,20,0,0,4,0
2690,2012-05-28,0,9,17,28,10,21,0,0,5,0
2691,2012-06-04,0,10,18,25,12,18,0,1,4,0
2692,2012-06-11,0,10,19,25,12,18,0,1,5,0
2693,2012-06-18,0,13,20,25,10,17,0,1,4,0
2694,2012-06-25,0,11,19,27,10,18,0,1,4,0
2695,2012-07-02,0,11,19,26,10,19,0,1,4,0
2696,2012-07-09,0,11,20,25,10,17,0,1,5,0
2697,2012-07-16,0,10,18,26,10,18,0,1,5,0
2698,2012-07-23,0,11,19,22,9,18,0,1,5,0
2699,2012-07-30,0,11,19,22,9,20,0,1,5,0
2700,2012-08-06,0,11,18,22,9,23,0,0,5,0
2701,2012-08-13,0,11,19,23,11,20,0,0,5,0
2702,2012-08-20,0,14,19,21,10,21,0,0,4,0
2703,2012-08-27,0,12,17,22,11,21,0,0,5,0
2704,2012-09-03,0,13,16,19,11,20,0,0,5,0
2705,2012-09-10,0,13,17,18,11,21,0,0,6,0
2706,2012-09-17,0,13,18,19,14,20,0,0,6,0
2707,2012-09-24,0,14,19,15,14,20,0,0,6,0
2708,2012-10-01,0,12,20,16,15,21,0,0,6,0
2709,2012-10-08,0,15,19,17,16,20,0,0,5,0
2710,2012-10-15,0,16,21,15,14,21,0,0,5,0
2711,2012-10-22,0,14,20,16,13,23,0,0,6,0
2712,2012-10-29,0,12,23,16,13,21,0,0,7,0
2713,2012-11-05,0,11,23,20,13,18,0,0,6,0
2714,2012-11-12,0,10,22,18,15,20,0,0,6,0
2715,2012-11-19,0,10,21,19,15,20,0,0,6,0
2716,2012-11-26,0,9,24,18,16,20,0,0,6,0
2717,2012-12-03,0,11,25,19,12,20,0,0,6,0
2718,2012-12-10,0,9,24,21,11,22,0,0,5,0
2719,2012-12-17,0,11,23,22,14,18,0,0,5,0
2720,2012-12-24,0,10,23,22,14,19,0,0,4,0
2721,2012-12-31,0,8,25,23,13,19,0,0,4,0
2722,2013-01-07,0,8,27,21,12,18,0,0,3,0
2723,2013-01-14,0,9,24,19,12,19,0,0,4,0
2724,2013-01-21,0,11,24,20,13,18,0,0,4,0
2725,2013-01-28,0,10,24,19,12,19,0,0,4,0
2726,2013-02-04,0,10,22,23,11,22,0,0,3,0
2727,2013-02-11,0,10,22,19,13,21,0,0,4,0
2728,2013-02-18,0,10,22,20,13,24,0,0,3,0
2729,2013-02-25,0,10,24,21,14,21,0,0,5,0
2730,2013-03-04,0,9,23,22,15,19,0,0,5,0
2731,2013-03-11,0,9,23,21,15,19,0,0,4,1
2732,2013-03-18,0,10,21,18,16,22,0,0,4,1
2733,2013-03-25,0,11,22,17,17,20,0,0,4,1
2734,2013-04-01,0,11,18,20,15,22,0,0,5,0
2735,2013-04-08,0,11,20,20,13,20,0,0,5,0
2736,2013-04-15,0,11,19,20,13,21,0,0,5,0
2737,2013-04-22,0,10,18,19,14,24,0,0,5,0
2738,2013-04-29,1,9,16,20,15,20,0,1,7,0
2739,2013-05-06,1,9,15,17,15,21,0,0,7,0
2740,2013-05-13,1,8,15,17,16,21,0,1,7,0
2741,2013-05-20,1,7,16,15,17,23,0,1,7,0
2742,2013-05-27,1,7,17,14,19,24,0,1,6,0
2743,2013-06-03,1,8,17,17,19,20,0,1,7,0
2744,2013-06-10,1,8,17,16,17,23,0,1,7,0
2745,2013-06-17,1,8,19,15,15,23,0,1,7,0
2746,2013-06-24,1,9,20,15,13,23,0,1,8,0
2747,2013-07-01,1,8,22,17,13,22,0,1,7,0
2748,2013-07-08,1,9,18,17,14,22,0,1,9,0
2749,2013-07-15,1,10,20,15,15,21,0,1,8,0
2750,2013-07-22,1,8,20,20,13,22,0,1,7,0
2751,2013-07-29,1,11,21,16,13,22,0,1,7,0
2752,2013-08-05,1,10,17,15,13,24,0,2,8,0
2753,2013-08-12,1,12,17,18,12,24,0,2,6,0
2754,2013-08-19,1,11,20,18,10,21,0,2,6,0
2755,2013-08-26,1,11,21,17,11,23,0,1,5,0
2756,2013-09-02,2,10,24,18,10,21,0,1,4,0
2757,2013-09-09,2,10,24,18,10,21,0,0,4,0
2758,2013-09-16,1,10,24,19,12,20,0,0,4,0
2759,2013-09-23,2,12,21,19,9,22,1,0,5,0
2760,2013-09-30,3,12,21,16,8,22,1,0,6,0
2761,2013-10-07,3,9,19,26,8,19,1,0,6,0
2762,2013-10-14,3,8,23,20,10,20,1,0,6,0
2763,2013-10-21,2,9,26,18,11,20,1,0,5,0
2764,2013-10-28,2,9,24,19,12,20,0,0,5,0
2765,2013-11-04,3,9,23,20,11,20,1,0,5,0
2766,2013-11-11,2,9,26,21,12,19,0,0,5,0
2767,2013-11-18,2,10,25,20,12,21,0,0,3,0
2768,2013-11-25,1,14,23,22,11,19,1,0,3,0
2769,2013-12-02,2,13,23,23,11,18,0,0,3,0
2770,2013-12-09,2,11,24,22,11,20,1,0,3,0
2771,2013-12-16,2,12,22,18,11,19,1,0,4,0
2772,2013-12-23,2,10,24,18,13,17,2,0,4,0
2773,2013-12-30,2,14,20,19,15,17,1,0,4,0
2774,2014-01-06,2,13,21,20,13,17,1,0,4,0
2775,2014-01-13,2,14,21,18,13,18,1,0,4,0
2776,2014-01-20,2,14,20,17,15,19,1,0,4,0
2777,2014-01-27,2,14,19,14,14,22,1,0,5,0
2778,2014-02-03,2,14,16,16,13,22,1,0,5,0
2779,2014-02-10,2,14,18,13,13,22,2,0,5,0
2780,2014-02-17,2,14,18,13,13,22,2,0,5,0
2781,2014-02-24,2,14,18,14,13,22,2,0,6,0
2782,2014-03-03,2,15,19,15,12,22,2,0,4,0
2783,2014-03-10,2,15,18,15,12,22,2,0,4,0
2784,2014-03-17,2,17,16,16,12,19,2,1,4,0
2785,2014-03-24,2,14,15,14,13,21,2,0,5,0
2786,2014-03-31,1,14,14,14,13,22,2,0,7,0
2787,2014-04-07,0,14,16,13,11,23,2,0,6,0
2788,2014-04-14,0,16,13,14,12,22,2,0,7,0
2789,2014-04-21,0,17,14,15,10,21,3,0,6,0
2790,2014-04-28,0,18,13,16,11,20,2,0,6,0
2791,2014-05-05,0,17,15,16,11,21,2,0,6,0
2792,2014-05-12,0,17,18,13,12,20,2,0,6,0
2793,2014-05-19,0,16,18,13,13,21,2,0,6,0
2794,2014-05-26,0,19,16,15,13,22,2,0,3,0
2795,2014-06-02,0,16,19,14,14,22,2,0,3,0
2796,2014-06-09,0,17,17,15,13,22,2,0,4,0
2797,2014-06-16,0,15,18,14,14,23,2,0,4,0
2798,2014-06-23,0,14,20,14,13,23,2,0,5,0
2799,2014-06-30,0,13,19,15,14,23,2,0,4,0
2800,2014-07-07,1,11,19,16,14,24,2,0,5,0
2801,2014-07-14,0,11,19,15,15,23,2,0,4,0
2802,2014-07-21,0,11,20,15,15,24,2,0,4,0
2803,2014-07-28,0,12,19,15,14,23,1,0,5,0
2804,2014-08-04,0,11,21,14,14,25,1,0,5,0
2805,2014-08-11,0,11,22,17,14,23,1,1,5,0
2806,2014-08-18,0,11,20,20,12,25,1,1,5,0
2807,2014-08-25,0,11,19,20,12,24,1,1,5,0
2808,2014-09-01,0,9,18,21,12,23,1,1,5,0
2809,2014-09-08,0,8,19,22,14,24,0,1,5,0
2810,2014-09-15,0,8,16,21,15,22,0,1,5,0
2811,2014-09-22,0,8,20,21,15,21,0,0,6,0
2812,2014-09-29,0,7,20,20,18,20,0,0,5,0
2813,2014-10-06,0,7,20,24,14,20,0,0,5,0
2814,2014-10-13,0,7,21,23,14,21,0,0,5,0
2815,2014-10-20,0,6,21,24,15,18,0,0,6,0
2816,2014-10-27,0,6,22,21,17,18,0,0,4,0
2817,2014-11-03,0,6,21,24,15,18,0,0,7,0
2818,2014-11-10,0,6,26,20,13,20,0,0,5,0
2819,2014-11-17,0,7,25,19,14,19,0,0,5,0
2820,2014-11-24,0,6,25,20,13,20,0,0,6,0
2821,2014-12-01,0,5,24,20,16,19,1,0,5,0
2822,2014-12-08,0,6,23,19,16,19,0,0,5,0
2823,2014-12-15,0,6,23,17,17,20,0,0,5,0
2824,2014-12-22,0,7,23,15,18,18,0,0,5,0
2825,2014-12-29,0,6,22,19,16,18,0,0,5,0
2826,2015-01-05,0,6,27,17,17,18,0,0,5,0
2827,2015-01-12,0,6,23,18,15,23,0,0,6,0
2828,2015-01-19,0,6,23,18,16,23,0,0,7,0
2829,2015-01-26,0,5,25,20,16,22,0,0,6,0
2830,2015-02-02,0,5,27,18,17,22,0,0,6,0
2831,2015-02-09,0,7,24,19,15,22,0,0,6,0
2832,2015-02-16,0,6,25,22,15,21,0,0,5,0
2833,2015-02-23,0,9,26,21,14,20,0,0,5,0
2834,2015-03-02,0,8,24,28,14,18,0,0,5,0
2835,2015-03-09,0,7,24,24,15,19,0,0,5,0
2836,2015-03-16,0,7,25,20,15,20,0,0,5,0
2837,2015-03-23,0,9,22,19,16,21,0,0,5,0
2838,2015-03-30,0,8,22,26,15,17,0,0,5,0
2839,2015-04-06,0,9,20,21,16,20,0,1,5,0
2840,2015-04-13,0,8,20,23,16,18,0,1,5,0
2841,2015-04-20,0,7,19,24,15,19,0,1,6,0
2842,2015-04-27,0,6,18,21,15,20,0,0,5,0
2843,2015-05-04,0,7,18,23,14,19,0,1,5,1
2844,2015-05-11,0,7,18,22,14,20,0,1,5,0
2845,2015-05-18,0,7,19,21,13,19,0,2,5,0
2846,2015-05-25,0,7,21,22,11,20,0,2,5,0
2847,2015-06-01,0,7,18,22,11,19,0,2,5,0
2848,2015-06-08,0,6,20,23,12,20,1,2,5,0
2849,2015-06-15,0,6,18,25,11,20,1,2,4,0
2850,2015-06-22,0,6,19,25,11,22,0,2,5,0
2851,2015-06-29,0,6,22,21,11,22,0,2,5,0
2852,2015-07-06,0,5,21,22,13,23,0,2,5,0
2853,2015-07-13,0,6,19,26,12,22,0,1,5,0
2854,2015-07-20,0,6,18,24,11,24,1,1,5,0
2855,2015-07-27,0,4,18,27,12,23,1,1,5,0
2856,2015-08-03,0,5,17,25,13,24,1,1,6,0
2857,2015-08-10,0,5,19,24,15,21,1,1,6,0
2858,2015-08-17,0,4,17,27,13,20,1,1,7,0
2859,2015-08-24,0,4,18,26,13,20,1,1,7,0
2860,2015-08-31,0,5,19,24,14,20,1,1,7,0
2861,2015-09-07,0,5,19,24,16,20,1,1,6,0
2862,2015-09-14,0,5,21,21,20,18,1,1,5,0
2863,2015-09-21,0,3,22,24,20,17,1,2,5,0
2864,2015-09-28,0,4,25,25,16,18,1,2,3,0
2865,2015-10-05,0,3,23,34,9,16,1,2,5,0
2866,2015-10-12,0,1,25,34,11,15,1,2,5,0
2867,2015-10-19,0,3,24,35,9,16,1,2,5,0
2868,2015-10-26,0,1,25,33,8,16,1,2,5,0
2869,2015-11-02,0,1,27,32,8,16,1,1,6,0
2870,2015-11-09,0,2,28,29,9,17,1,1,6,0
2871,2015-11-16,0,2,25,30,9,19,1,1,5,0
2872,2015-11-23,0,2,28,28,9,18,1,1,5,0
2873,2015-11-30,0,1,39,25,9,13,1,0,5,0
2874,2015-12-07,0,1,34,28,9,14,1,1,4,0
2875,2015-12-14,0,1,35,27,10,15,1,0,4,0
2876,2015-12-21,0,2,32,30,10,14,1,0,3,0
2877,2015-12-28,0,3,32,27,12,15,1,0,3,0
2878,2016-01-04,0,4,25,29,16,13,1,1,4,0
2879,2016-01-11,0,3,24,31,14,17,1,0,3,0
2880,2016-01-18,0,3,24,27,13,20,1,1,3,0
2881,2016-01-25,0,6,24,27,14,18,1,1,4,0
2882,2016-02-01,0,6,25,25,14,16,1,1,4,0
2883,2016-02-08,0,4,24,24,14,23,1,0,5,0
2884,2016-02-15,0,4,27,23,16,19,1,0,4,0
2885,2016-02-22,0,5,25,22,16,21,1,0,6,0
2886,2016-02-29,0,3,27,20,16,23,1,0,5,0
2887,2016-03-07,0,3,26,21,17,22,1,0,4,0
2888,2016-03-14,0,3,26,22,17,21,1,0,4,0
2889,2016-03-21,0,3,25,22,17,23,1,0,3,0
2890,2016-03-28,0,3,28,19,17,22,1,0,4,0
2891,2016-04-04,0,3,29,20,16,20,1,0,4,0
2892,2016-04-11,0,3,27,25,12,21,0,0,4,0
2893,2016-04-18,0,3,20,30,12,24,0,0,4,0
2894,2016-04-25,0,4,20,29,14,20,0,0,5,0
2895,2016-05-02,0,3,23,26,19,18,0,0,5,0
2896,2016-05-09,0,2,18,23,32,15,0,0,4,0
2897,2016-05-16,0,2,16,38,22,12,0,0,6,0
2898,2016-05-23,0,3,18,33,17,18,0,0,6,0
2899,2016-05-30,0,3,17,36,15,16,0,0,5,0
2900,2016-06-06,0,4,22,29,15,15,0,1,5,0
2901,2016-06-13,0,4,23,29,13,19,0,1,5,0
2902,2016-06-20,0,4,24,29,11,18,0,1,5,0
2903,2016-06-27,0,5,23,32,11,16,0,1,5,0
2904,2016-07-04,0,5,25,31,10,17,0,1,4,0
2905,2016-07-11,0,4,24,32,10,16,0,1,4,0
2906,2016-07-18,0,5,26,31,11,15,0,1,4,0
2907,2016-07-25,0,4,28,29,10,15,0,1,4,0
2908,2016-08-01,0,5,29,30,9,14,0,1,4,0
2909,2016-08-08,0,3,25,33,7,15,0,1,4,0
2910,2016-08-15,0,3,26,31,7,15,0,1,5,0
2911,2016-08-22,0,3,23,29,8,16,0,1,6,0
2912,2016-08-29,0,1,22,31,9,17,0,1,5,0
2913,2016-09-05,0,1,22,29,12,16,0,1,6,0
2914,2016-09-12,0,1,21,32,9,18,0,1,5,0
2915,2016-09-19,0,1,21,34,10,16,0,1,5,0
2916,2016-09-26,0,1,22,32,8,18,0,1,4,0
2917,2016-10-03,0,1,16,33,9,16,0,1,6,0
2918,2016-10-10,0,1,19,30,9,17,0,1,8,0
2919,2016-10-17,0,2,19,29,11,16,0,0,8,0
2920,2016-10-24,0,3,20,28,11,16,0,0,7,0
2921,2016-10-31,0,2,18,31,10,17,0,0,7,0
2922,2016-11-07,0,2,19,34,10,14,0,0,8,0
2923,2016-11-14,0,2,16,37,9,16,0,0,8,0
2924,2016-11-21,0,1,16,35,10,17,0,0,8,0
2925,2016-11-28,0,1,14,35,9,16,1,0,8,0
2926,2016-12-05,0,1,15,33,12,17,0,0,6,0
2927,2016-12-12,0,1,12,27,26,12,0,0,6,0
2928,2016-12-19,0,2,12,27,22,12,0,0,6,0
2929,2016-12-26,0,2,13,32,16,13,0,0,6,0
2930,2017-01-02,0,2,14,30,15,10,0,0,6,0
2931,2017-01-09,0,2,17,30,14,13,0,1,6,0
2932,2017-01-16,0,3,14,30,13,14,0,1,6,0
2933,2017-01-23,0,3,17,28,13,16,0,0,7,0
2934,2017-01-30,0,3,16,27,14,14,0,0,10,0
2935,2017-02-06,0,4,19,23,15,17,0,0,8,0
2936,2017-02-13,0,4,15,24,15,17,0,1,7,0
2937,2017-02-20,0,4,20,28,15,14,0,0,6,0
2938,2017-02-27,0,4,21,25,15,16,1,1,5,0
2939,2017-03-06,0,4,21,29,15,15,0,1,6,0
2940,2017-03-13,0,3,19,28,14,15,0,1,8,0
2941,2017-03-20,0,3,29,23,13,13,0,0,8,0
2942,2017-03-27,0,3,22,26,14,12,0,1,8,0
2943,2017-04-03,0,3,18,40,14,7,0,0,8,0
2944,2017-04-10,0,3,16,38,15,9,0,0,8,0
2945,2017-04-17,0,3,15,33,13,13,0,0,8,0
2946,2017-04-24,0,5,15,32,14,13,0,0,9,0
2947,2017-05-01,0,5,14,42,11,11,0,0,8,0
2948,2017-05-08,0,7,12,40,12,8,0,0,8,0
2949,2017-05-15,0,8,15,35,12,10,0,1,8,0
2950,2017-05-22,0,7,16,36,10,13,0,1,7,0
2951,2017-05-29,0,7,17,33,10,13,0,3,7,0
2952,2017-06-05,0,5,21,28,9,15,0,3,7,0
2953,2017-06-12,0,5,20,31,13,12,0,2,6,0
2954,2017-06-19,0,5,21,30,9,13,0,2,6,0
2955,2017-06-26,0,5,21,29,11,17,0,3,6,0
2956,2017-07-03,0,5,20,29,11,17,0,3,4,0
2957,2017-07-10,0,5,20,30,10,16,0,3,5,0
2958,2017-07-17,0,4,19,30,10,15,0,4,6,0
2959,2017-07-24,0,3,19,36,10,14,0,3,6,0
2960,2017-07-31,0,3,21,29,11,14,0,4,5,0
2961,2017-08-07,0,6,19,32,9,13,1,4,4,0
2962,2017-08-14,0,4,22,27,10,17,0,4,4,0
2963,2017-08-21,0,4,24,27,10,16,0,4,4,0
2964,2017-08-28,0,4,20,28,10,19,0,4,4,0
2965,2017-09-04,0,4,20,29,11,16,0,3,5,0
2966,2017-09-11,0,4,20,39,8,14,0,3,2,0
